SJAG_03086	HGNC:706
SJAG_02691	HGNC:11614
SJAG_02691	HGNC:11615
SJAG_02691	HGNC:28277
SJAG_04206	HGNC:391
SJAG_04206	HGNC:392
SJAG_04206	HGNC:13900
SJAG_04206	HGNC:10812
SJAG_04206	HGNC:10810
SJAG_02690	HGNC:23168
SJAG_02688	HGNC:24658
SJAG_03230	HGNC:6063
SJAG_03230	HGNC:14587
SJAG_03230	HGNC:19423
SJAG_03230	HGNC:19421
SJAG_04168	HGNC:10397
SJAG_04204	HGNC:10397
SJAG_03227	HGNC:17646
SJAG_04199	HGNC:25737
SJAG_03224	HGNC:3824
SJAG_04196	HGNC:16996
SJAG_04192	HGNC:12009
SJAG_02658	HGNC:9179
SJAG_03223	HGNC:3287
SJAG_03223	HGNC:33179
SJAG_03222	HGNC:16287
SJAG_03221	HGNC:31412
SJAG_00783	HGNC:11958
SJAG_00783	HGNC:26602
SJAG_03219	HGNC:10899
SJAG_03535	HGNC:9411
SJAG_03537	HGNC:25845
SJAG_02364	HGNC:8587
SJAG_00757	HGNC:12830
SJAG_02362	HGNC:26200
SJAG_02359	HGNC:14047
SJAG_02687	HGNC:24658
SJAG_02684	HGNC:667
SJAG_02684	HGNC:668
SJAG_02684	HGNC:669
SJAG_02681	HGNC:7213
SJAG_02356	HGNC:25026
SJAG_02352	HGNC:12758
SJAG_04106	HGNC:13182
SJAG_02349	HGNC:10705
SJAG_02349	HGNC:10706
SJAG_00866	HGNC:21350
SJAG_01678	HGNC:13727
SJAG_01678	HGNC:29285
SJAG_02348	HGNC:6944
SJAG_01679	HGNC:15937
SJAG_02680	HGNC:9154
SJAG_00701	HGNC:24101
SJAG_00698	HGNC:7804
SJAG_01803	HGNC:11012
SJAG_01078	HGNC:11012
SJAG_01806	HGNC:6556
SJAG_01806	HGNC:14648
SJAG_04041	HGNC:28157
SJAG_06309	HGNC:588
SJAG_00694	HGNC:12563
SJAG_03915	HGNC:9760
SJAG_03915	HGNC:9761
SJAG_01143	HGNC:14082
SJAG_03914	HGNC:10850
SJAG_03914	HGNC:10852
SJAG_01145	HGNC:25588
SJAG_01145	HGNC:26439
SJAG_01744	HGNC:30346
SJAG_04109	HGNC:12591
SJAG_04111	HGNC:105
SJAG_03697	HGNC:30958
SJAG_05244	HGNC:16685
SJAG_02045	HGNC:6890
SJAG_02045	HGNC:6891
SJAG_01704	HGNC:17341
SJAG_02041	HGNC:18275
SJAG_01707	HGNC:8921
SJAG_02039	HGNC:18518
SJAG_00632	HGNC:12711
SJAG_00632	HGNC:28119
SJAG_01067	HGNC:16271
SJAG_01067	HGNC:9811
SJAG_01069	HGNC:2728
SJAG_00629	HGNC:10369
SJAG_00748	HGNC:10369
SJAG_04940	HGNC:21535
SJAG_00628	HGNC:14498
SJAG_01070	HGNC:257
SJAG_01077	HGNC:2265
SJAG_01077	HGNC:16232
SJAG_00626	HGNC:20116
SJAG_00626	HGNC:27442
SJAG_00626	HGNC:20115
SJAG_04938	HGNC:16133
SJAG_00624	HGNC:6708
SJAG_01076	HGNC:9891
SJAG_04059	HGNC:2843
SJAG_03943	HGNC:10571
SJAG_03943	HGNC:21088
SJAG_01848	HGNC:10467
SJAG_01848	HGNC:10468
SJAG_01848	HGNC:10469
SJAG_01848	HGNC:14085
SJAG_00955	HGNC:20992
SJAG_04882	HGNC:9462
SJAG_04882	HGNC:9465
SJAG_00958	HGNC:3019
SJAG_02256	HGNC:11183
SJAG_02256	HGNC:24684
SJAG_04370	HGNC:30884
SJAG_03508	HGNC:25916
SJAG_03508	HGNC:22209
SJAG_03505	HGNC:21097
SJAG_03505	HGNC:28108
SJAG_04099	HGNC:16840
SJAG_00336	HGNC:4781
SJAG_00336	HGNC:4789
SJAG_00336	HGNC:4787
SJAG_00336	HGNC:4782
SJAG_00336	HGNC:4790
SJAG_00336	HGNC:4783
SJAG_03546	HGNC:4667
SJAG_03680	HGNC:2717
SJAG_02672	HGNC:28115
SJAG_03548	HGNC:30163
SJAG_03550	HGNC:24316
SJAG_03687	HGNC:16696
SJAG_03558	HGNC:17052
SJAG_03558	HGNC:23197
SJAG_01696	HGNC:4621
SJAG_01696	HGNC:4622
SJAG_01160	HGNC:14891
SJAG_01160	HGNC:25881
SJAG_01163	HGNC:24220
SJAG_01164	HGNC:29569
SJAG_04645	HGNC:12017
SJAG_01169	HGNC:29098
SJAG_04644	HGNC:26352
SJAG_04644	HGNC:21604
SJAG_04644	HGNC:18639
SJAG_04644	HGNC:18235
SJAG_04693	HGNC:17871
SJAG_04693	HGNC:26057
SJAG_01018	HGNC:12491
SJAG_04996	HGNC:11985
SJAG_01039	HGNC:13487
SJAG_05000	HGNC:4399
SJAG_01041	HGNC:21517
SJAG_03048	HGNC:1722
SJAG_03048	HGNC:1771
SJAG_03048	HGNC:1772
SJAG_00363	HGNC:16461
SJAG_02730	HGNC:4174
SJAG_05009	HGNC:30852
SJAG_02736	HGNC:17847
SJAG_02736	HGNC:17848
SJAG_03043	HGNC:10348
SJAG_02510	HGNC:10348
SJAG_03037	HGNC:24531
SJAG_00278	HGNC:1656
SJAG_00272	HGNC:9971
SJAG_00269	HGNC:3164
SJAG_03248	HGNC:7448
SJAG_03248	HGNC:7449
SJAG_03248	HGNC:7450
SJAG_03248	HGNC:7453
SJAG_03248	HGNC:7454
SJAG_03248	HGNC:16825
SJAG_03248	HGNC:14596
SJAG_03246	HGNC:16500
SJAG_02498	HGNC:17847
SJAG_02498	HGNC:17848
SJAG_02765	HGNC:24969
SJAG_02501	HGNC:28727
SJAG_02501	HGNC:24009
SJAG_02447	HGNC:11104
SJAG_02447	HGNC:11105
SJAG_05302	HGNC:26801
SJAG_02482	HGNC:649
SJAG_02443	HGNC:28994
SJAG_01585	HGNC:3578
SJAG_01585	HGNC:24666
SJAG_04315	HGNC:18258
SJAG_02441	HGNC:25679
SJAG_01315	HGNC:2739
SJAG_02432	HGNC:20001
SJAG_02429	HGNC:11240
SJAG_02429	HGNC:18859
SJAG_01313	HGNC:9198
SJAG_02749	HGNC:10418
SJAG_02748	HGNC:7329
SJAG_01308	HGNC:25930
SJAG_01300	HGNC:9639
SJAG_01300	HGNC:9640
SJAG_05349	HGNC:16639
SJAG_01298	HGNC:6052
SJAG_01298	HGNC:6053
SJAG_04969	HGNC:31963
SJAG_04969	HGNC:9542
SJAG_04969	HGNC:9545
SJAG_01194	HGNC:10347
SJAG_03326	HGNC:10347
SJAG_04970	HGNC:9466
SJAG_04970	HGNC:9467
SJAG_03490	HGNC:12582
SJAG_04982	HGNC:31103
SJAG_05224	HGNC:29938
SJAG_04981	HGNC:26347
SJAG_04981	HGNC:3279
SJAG_03494	HGNC:4312
SJAG_03496	HGNC:18302
SJAG_01727	HGNC:14033
SJAG_04980	HGNC:3091
SJAG_04980	HGNC:3092
SJAG_04986	HGNC:17720
SJAG_04986	HGNC:19953
SJAG_02312	HGNC:10368
SJAG_00034	HGNC:10368
SJAG_04956	HGNC:15625
SJAG_04952	HGNC:23056
SJAG_04498	HGNC:6110
SJAG_04498	HGNC:6111
SJAG_03501	HGNC:9376
SJAG_03501	HGNC:9377
SJAG_04490	HGNC:14037
SJAG_01720	HGNC:24644
SJAG_01720	HGNC:16792
SJAG_04489	HGNC:30216
SJAG_04410	HGNC:15984
SJAG_04487	HGNC:3078
SJAG_01400	HGNC:814
SJAG_01400	HGNC:815
SJAG_01400	HGNC:816
SJAG_01400	HGNC:817
SJAG_01717	HGNC:19071
SJAG_04848	HGNC:12756
SJAG_04846	HGNC:25199
SJAG_04843	HGNC:3700
SJAG_05229	HGNC:19082
SJAG_01389	HGNC:2664
SJAG_01132	HGNC:10386
SJAG_01387	HGNC:10386
SJAG_01385	HGNC:25674
SJAG_01380	HGNC:26768
SJAG_01373	HGNC:2454
SJAG_01373	HGNC:2455
SJAG_01373	HGNC:2456
SJAG_01370	HGNC:11697
SJAG_01370	HGNC:11695
SJAG_01370	HGNC:28482
SJAG_01370	HGNC:32315
SJAG_01370	HGNC:26882
SJAG_03470	HGNC:17103
SJAG_01360	HGNC:7727
SJAG_01360	HGNC:7728
SJAG_01359	HGNC:7892
SJAG_04519	HGNC:25386
SJAG_04521	HGNC:19351
SJAG_04522	HGNC:1943
SJAG_04522	HGNC:1944
SJAG_01352	HGNC:4162
SJAG_01187	HGNC:9323
SJAG_04055	HGNC:5232
SJAG_04055	HGNC:5233
SJAG_04055	HGNC:5234
SJAG_04055	HGNC:5235
SJAG_04055	HGNC:5239
SJAG_04055	HGNC:5241
SJAG_01186	HGNC:5232
SJAG_01186	HGNC:5233
SJAG_01186	HGNC:5234
SJAG_01186	HGNC:5235
SJAG_01186	HGNC:5239
SJAG_01186	HGNC:5241
SJAG_01431	HGNC:7214
SJAG_04524	HGNC:17369
SJAG_04472	HGNC:30179
SJAG_04472	HGNC:6946
SJAG_04477	HGNC:9551
SJAG_04455	HGNC:16643
SJAG_01362	HGNC:18429
SJAG_01362	HGNC:20149
SJAG_02151	HGNC:18429
SJAG_02151	HGNC:20149
SJAG_02466	HGNC:1873
SJAG_05372	HGNC:4055
SJAG_00086	HGNC:1192
SJAG_06256	HGNC:21301
SJAG_04452	HGNC:25976
SJAG_03811	HGNC:9462
SJAG_03811	HGNC:9465
SJAG_00092	HGNC:3501
SJAG_00092	HGNC:30464
SJAG_00092	HGNC:17155
SJAG_00092	HGNC:24663
SJAG_00092	HGNC:11578
SJAG_00092	HGNC:19165
SJAG_00093	HGNC:28958
SJAG_02901	HGNC:473
SJAG_03789	HGNC:26265
SJAG_03793	HGNC:9317
SJAG_03793	HGNC:9318
SJAG_04610	HGNC:23387
SJAG_03799	HGNC:1470
SJAG_01772	HGNC:14583
SJAG_04609	HGNC:13667
SJAG_04609	HGNC:558
SJAG_01771	HGNC:19985
SJAG_04608	HGNC:3769
SJAG_04608	HGNC:3770
SJAG_04608	HGNC:3771
SJAG_04608	HGNC:3772
SJAG_04608	HGNC:3773
SJAG_04603	HGNC:21868
SJAG_04599	HGNC:8070
SJAG_01774	HGNC:667
SJAG_01774	HGNC:668
SJAG_01774	HGNC:669
SJAG_03802	HGNC:9378
SJAG_03802	HGNC:9379
SJAG_03012	HGNC:6159
SJAG_01819	HGNC:20471
SJAG_02253	HGNC:10417
SJAG_01226	HGNC:10417
SJAG_01817	HGNC:13527
SJAG_01227	HGNC:26133
SJAG_00179	HGNC:4641
SJAG_00179	HGNC:4642
SJAG_03525	HGNC:1579
SJAG_03525	HGNC:1580
SJAG_03525	HGNC:18709
SJAG_03523	HGNC:13744
SJAG_03523	HGNC:21915
SJAG_04651	HGNC:12609
SJAG_04651	HGNC:12613
SJAG_04651	HGNC:12627
SJAG_05180	HGNC:23845
SJAG_04649	HGNC:19217
SJAG_00152	HGNC:4913
SJAG_00152	HGNC:18415
SJAG_03570	HGNC:1616
SJAG_03868	HGNC:24220
SJAG_03574	HGNC:21752
SJAG_04837	HGNC:19894
SJAG_00949	HGNC:17838
SJAG_02952	HGNC:17838
SJAG_02396	HGNC:3954
SJAG_04052	HGNC:19679
SJAG_04052	HGNC:18041
SJAG_03179	HGNC:18189
SJAG_01637	HGNC:25850
SJAG_01637	HGNC:26181
SJAG_00540	HGNC:11620
SJAG_00540	HGNC:30771
SJAG_03626	HGNC:3592
SJAG_04049	HGNC:2843
SJAG_00541	HGNC:72
SJAG_04178	HGNC:11277
SJAG_04177	HGNC:29479
SJAG_04174	HGNC:10409
SJAG_03624	HGNC:25016
SJAG_03198	HGNC:25891
SJAG_04640	HGNC:26114
SJAG_04639	HGNC:7716
SJAG_04824	HGNC:9137
SJAG_01117	HGNC:30792
SJAG_01117	HGNC:3249
SJAG_01128	HGNC:10377
SJAG_02871	HGNC:10377
SJAG_01125	HGNC:15608
SJAG_04825	HGNC:5044
SJAG_04825	HGNC:8647
SJAG_04825	HGNC:8648
SJAG_04825	HGNC:8651
SJAG_04825	HGNC:8652
SJAG_00753	HGNC:978
SJAG_01121	HGNC:1189
SJAG_00754	HGNC:27561
SJAG_03302	HGNC:20486
SJAG_03299	HGNC:8068
SJAG_03297	HGNC:14042
SJAG_02077	HGNC:17316
SJAG_04322	HGNC:16896
SJAG_02073	HGNC:34404
SJAG_04363	HGNC:24862
SJAG_04364	HGNC:19032
SJAG_02068	HGNC:6617
SJAG_02068	HGNC:6622
SJAG_02068	HGNC:21773
SJAG_02068	HGNC:23444
SJAG_02068	HGNC:23455
SJAG_00583	HGNC:16715
SJAG_00586	HGNC:26938
SJAG_00747	HGNC:32456
SJAG_04035	HGNC:17853
SJAG_01837	HGNC:11393
SJAG_01837	HGNC:11390
SJAG_01837	HGNC:11391
SJAG_00597	HGNC:2738
SJAG_01840	HGNC:11303
SJAG_02250	HGNC:19826
SJAG_01841	HGNC:3647
SJAG_01936	HGNC:26916
SJAG_01937	HGNC:24671
SJAG_02246	HGNC:16068
SJAG_03922	HGNC:10325
SJAG_02243	HGNC:10325
SJAG_00600	HGNC:9299
SJAG_00600	HGNC:9300
SJAG_02242	HGNC:445
SJAG_01926	HGNC:11585
SJAG_01926	HGNC:29529
SJAG_01926	HGNC:18502
SJAG_02231	HGNC:27310
SJAG_01925	HGNC:27540
SJAG_04053	HGNC:19743
SJAG_03034	HGNC:10429
SJAG_03859	HGNC:10429
SJAG_02210	HGNC:17359
SJAG_01924	HGNC:21606
SJAG_02208	HGNC:18276
SJAG_02208	HGNC:17702
SJAG_03032	HGNC:6823
SJAG_00175	HGNC:21082
SJAG_03030	HGNC:20090
SJAG_00171	HGNC:11428
SJAG_00171	HGNC:11441
SJAG_02262	HGNC:25764
SJAG_02283	HGNC:10311
SJAG_04897	HGNC:10311
SJAG_02158	HGNC:2896
SJAG_02277	HGNC:16467
SJAG_02277	HGNC:16469
SJAG_02277	HGNC:16754
SJAG_04930	HGNC:28970
SJAG_04930	HGNC:29155
SJAG_00177	HGNC:25906
SJAG_02275	HGNC:12836
SJAG_02176	HGNC:6983
SJAG_02176	HGNC:6984
SJAG_02176	HGNC:6985
SJAG_04090	HGNC:10382
SJAG_02268	HGNC:6737
SJAG_02268	HGNC:6738
SJAG_02268	HGNC:20440
SJAG_02619	HGNC:8850
SJAG_04907	HGNC:16791
SJAG_04092	HGNC:5724
SJAG_04092	HGNC:13761
SJAG_04091	HGNC:12380
SJAG_01593	HGNC:21151
SJAG_01566	HGNC:29831
SJAG_03424	HGNC:10387
SJAG_01548	HGNC:10387
SJAG_00184	HGNC:25156
SJAG_01544	HGNC:9549
SJAG_00185	HGNC:471
SJAG_00185	HGNC:1052
SJAG_00185	HGNC:1053
SJAG_02621	HGNC:17644
SJAG_02621	HGNC:18443
SJAG_02621	HGNC:18444
SJAG_02621	HGNC:9007
SJAG_02848	HGNC:2972
SJAG_02848	HGNC:2973
SJAG_01534	HGNC:17675
SJAG_02624	HGNC:28959
SJAG_04479	HGNC:17069
SJAG_04479	HGNC:20851
SJAG_04479	HGNC:12304
SJAG_04459	HGNC:7473
SJAG_00764	HGNC:20062
SJAG_00764	HGNC:20068
SJAG_04461	HGNC:11403
SJAG_04461	HGNC:11404
SJAG_04461	HGNC:18174
SJAG_00768	HGNC:1112
SJAG_04462	HGNC:30320
SJAG_04462	HGNC:25361
SJAG_04462	HGNC:28951
SJAG_00770	HGNC:20452
SJAG_00770	HGNC:6083
SJAG_01754	HGNC:20040
SJAG_01754	HGNC:20039
SJAG_04464	HGNC:1913
SJAG_01052	HGNC:11808
SJAG_01202	HGNC:10313
SJAG_00155	HGNC:10313
SJAG_00509	HGNC:1099
SJAG_01051	HGNC:891
SJAG_01524	HGNC:11449
SJAG_01049	HGNC:12816
SJAG_01200	HGNC:16939
SJAG_01582	HGNC:29831
SJAG_01047	HGNC:10430
SJAG_01047	HGNC:10431
SJAG_01047	HGNC:10432
SJAG_01047	HGNC:10435
SJAG_01047	HGNC:10437
SJAG_01046	HGNC:29535
SJAG_01046	HGNC:8919
SJAG_01046	HGNC:24566
SJAG_03843	HGNC:12502
SJAG_03843	HGNC:11125
SJAG_03843	HGNC:11124
SJAG_03843	HGNC:21181
SJAG_02313	HGNC:8923
SJAG_03841	HGNC:28454
SJAG_03841	HGNC:17943
SJAG_03841	HGNC:14236
SJAG_02317	HGNC:16817
SJAG_03840	HGNC:6327
SJAG_03839	HGNC:14671
SJAG_02319	HGNC:10062
SJAG_02319	HGNC:16867
SJAG_02321	HGNC:18360
SJAG_02321	HGNC:17313
SJAG_02321	HGNC:17269
SJAG_03133	HGNC:13631
SJAG_02121	HGNC:13631
SJAG_02575	HGNC:12398
SJAG_01784	HGNC:4116
SJAG_04413	HGNC:29534
SJAG_04413	HGNC:22211
SJAG_04413	HGNC:24295
SJAG_03835	HGNC:18599
SJAG_04412	HGNC:590
SJAG_04412	HGNC:591
SJAG_02576	HGNC:12849
SJAG_02576	HGNC:12851
SJAG_02576	HGNC:12852
SJAG_02576	HGNC:12853
SJAG_02576	HGNC:12854
SJAG_02576	HGNC:12855
SJAG_00243	HGNC:10648
SJAG_03867	HGNC:9890
SJAG_03867	HGNC:9887
SJAG_02591	HGNC:2551
SJAG_03864	HGNC:17085
SJAG_03864	HGNC:23196
SJAG_04271	HGNC:9907
SJAG_04271	HGNC:9909
SJAG_04271	HGNC:13427
SJAG_04587	HGNC:2326
SJAG_04272	HGNC:1910
SJAG_03862	HGNC:3951
SJAG_01497	HGNC:29181
SJAG_02527	HGNC:6601
SJAG_01248	HGNC:16219
SJAG_03923	HGNC:445
SJAG_02473	HGNC:23472
SJAG_02473	HGNC:29786
SJAG_02470	HGNC:21081
SJAG_02470	HGNC:15822
SJAG_02470	HGNC:16112
SJAG_02462	HGNC:18453
SJAG_02462	HGNC:24785
SJAG_02536	HGNC:9281
SJAG_02536	HGNC:9282
SJAG_02536	HGNC:9283
SJAG_03929	HGNC:2570
SJAG_03929	HGNC:24374
SJAG_04626	HGNC:10359
SJAG_04626	HGNC:10346
SJAG_04628	HGNC:8756
SJAG_00659	HGNC:32159
SJAG_00649	HGNC:19679
SJAG_00649	HGNC:18041
SJAG_02786	HGNC:12022
SJAG_02790	HGNC:26640
SJAG_00641	HGNC:24449
SJAG_02791	HGNC:19129
SJAG_04567	HGNC:2388
SJAG_04567	HGNC:2389
SJAG_04567	HGNC:5246
SJAG_04567	HGNC:5247
SJAG_04567	HGNC:5248
SJAG_04567	HGNC:26511
SJAG_04567	HGNC:30171
SJAG_03815	HGNC:2388
SJAG_03815	HGNC:2389
SJAG_03815	HGNC:5246
SJAG_03815	HGNC:5247
SJAG_03815	HGNC:5248
SJAG_03815	HGNC:26511
SJAG_03815	HGNC:30171
SJAG_02540	HGNC:14099
SJAG_02540	HGNC:18042
SJAG_02545	HGNC:20466
SJAG_02031	HGNC:3437
SJAG_02845	HGNC:25716
SJAG_02865	HGNC:22935
SJAG_02843	HGNC:11162
SJAG_02869	HGNC:24124
SJAG_02869	HGNC:160
SJAG_02836	HGNC:14487
SJAG_01822	HGNC:28648
SJAG_02831	HGNC:14061
SJAG_02831	HGNC:11767
SJAG_02831	HGNC:9718
SJAG_02830	HGNC:15519
SJAG_03949	HGNC:16021
SJAG_02823	HGNC:24522
SJAG_02823	HGNC:25913
SJAG_03950	HGNC:621
SJAG_02815	HGNC:4664
SJAG_04275	HGNC:11172
SJAG_04275	HGNC:11173
SJAG_03956	HGNC:17631
SJAG_03963	HGNC:18652
SJAG_04281	HGNC:14515
SJAG_04281	HGNC:14516
SJAG_04281	HGNC:16633
SJAG_03971	HGNC:12458
SJAG_02891	HGNC:12458
SJAG_01365	HGNC:12458
SJAG_02807	HGNC:6058
SJAG_04874	HGNC:28833
SJAG_04287	HGNC:16627
SJAG_04877	HGNC:9176
SJAG_04290	HGNC:20330
SJAG_01588	HGNC:10328
SJAG_02802	HGNC:10328
SJAG_04292	HGNC:19714
SJAG_04292	HGNC:29106
SJAG_04292	HGNC:17018
SJAG_01219	HGNC:11121
SJAG_02182	HGNC:9973
SJAG_01217	HGNC:20045
SJAG_04266	HGNC:25522
SJAG_01214	HGNC:29201
SJAG_02185	HGNC:10770
SJAG_01209	HGNC:8905
SJAG_01209	HGNC:8908
SJAG_04263	HGNC:11559
SJAG_02187	HGNC:9122
SJAG_01207	HGNC:21157
SJAG_02870	HGNC:10388
SJAG_04256	HGNC:10388
SJAG_01872	HGNC:10979
SJAG_01206	HGNC:1365
SJAG_04248	HGNC:20993
SJAG_01873	HGNC:22516
SJAG_01873	HGNC:18298
SJAG_01873	HGNC:14455
SJAG_01259	HGNC:3418
SJAG_04246	HGNC:11016
SJAG_04246	HGNC:11017
SJAG_04914	HGNC:15923
SJAG_04914	HGNC:20155
SJAG_01868	HGNC:9251
SJAG_04242	HGNC:17872
SJAG_01866	HGNC:25302
SJAG_04237	HGNC:25570
SJAG_04234	HGNC:20489
SJAG_04233	HGNC:26053
SJAG_03832	HGNC:14011
SJAG_04225	HGNC:24677
SJAG_04225	HGNC:34415
SJAG_04225	HGNC:37263
SJAG_04225	HGNC:25645
SJAG_04225	HGNC:28769
SJAG_03909	HGNC:3570
SJAG_03909	HGNC:3571
SJAG_02206	HGNC:17800
SJAG_05327	HGNC:8959
SJAG_03568	HGNC:10410
SJAG_02682	HGNC:10410
SJAG_01632	HGNC:10410
SJAG_04218	HGNC:17312
SJAG_04218	HGNC:23581
SJAG_04217	HGNC:2570
SJAG_04217	HGNC:24374
SJAG_01625	HGNC:29812
SJAG_02197	HGNC:24999
SJAG_04215	HGNC:12609
SJAG_04215	HGNC:12613
SJAG_04215	HGNC:12627
SJAG_01624	HGNC:28226
SJAG_02193	HGNC:24522
SJAG_02193	HGNC:25913
SJAG_01618	HGNC:18999
SJAG_04210	HGNC:6947
SJAG_00547	HGNC:10989
SJAG_04205	HGNC:11531
SJAG_04205	HGNC:30781
SJAG_05194	HGNC:18179
SJAG_05194	HGNC:12712
SJAG_04200	HGNC:10902
SJAG_04200	HGNC:17329
SJAG_02978	HGNC:25461
SJAG_00554	HGNC:21042
SJAG_02977	HGNC:17697
SJAG_02657	HGNC:9070
SJAG_02657	HGNC:19238
SJAG_00557	HGNC:16828
SJAG_00557	HGNC:20260
SJAG_01267	HGNC:17151
SJAG_03649	HGNC:14276
SJAG_00786	HGNC:2745
SJAG_00786	HGNC:2699
SJAG_00786	HGNC:18700
SJAG_01499	HGNC:25942
SJAG_01499	HGNC:26429
SJAG_00942	HGNC:7637
SJAG_00942	HGNC:7638
SJAG_00942	HGNC:7640
SJAG_00785	HGNC:30712
SJAG_00935	HGNC:23163
SJAG_00778	HGNC:9532
SJAG_04672	HGNC:10413
SJAG_04697	HGNC:11022
SJAG_04697	HGNC:11023
SJAG_04700	HGNC:28905
SJAG_04669	HGNC:2741
SJAG_03533	HGNC:20086
SJAG_06468	HGNC:30536
SJAG_03534	HGNC:70
SJAG_00872	HGNC:17300
SJAG_03103	HGNC:17010
SJAG_00864	HGNC:17791
SJAG_00864	HGNC:24715
SJAG_00864	HGNC:21710
SJAG_00864	HGNC:29097
SJAG_04740	HGNC:19431
SJAG_04740	HGNC:28744
SJAG_04740	HGNC:26802
SJAG_04740	HGNC:25013
SJAG_16453	HGNC:29322
SJAG_03112	HGNC:12974
SJAG_03112	HGNC:17267
SJAG_03876	HGNC:28648
SJAG_01680	HGNC:1925
SJAG_03113	HGNC:25492
SJAG_02021	HGNC:29119
SJAG_03116	HGNC:16509
SJAG_01140	HGNC:28783
SJAG_01140	HGNC:24447
SJAG_01141	HGNC:15891
SJAG_03120	HGNC:11551
SJAG_00795	HGNC:12515
SJAG_01013	HGNC:8064
SJAG_04119	HGNC:8960
SJAG_03070	HGNC:17259
SJAG_03696	HGNC:4857
SJAG_03701	HGNC:28660
SJAG_03702	HGNC:7677
SJAG_03705	HGNC:683
SJAG_03705	HGNC:14592
SJAG_03720	HGNC:795
SJAG_03097	HGNC:30750
SJAG_03094	HGNC:13192
SJAG_03722	HGNC:10291
SJAG_03090	HGNC:17364
SJAG_03090	HGNC:17883
SJAG_01089	HGNC:12527
SJAG_03087	HGNC:23435
SJAG_01073	HGNC:30306
SJAG_03085	HGNC:16858
SJAG_01071	HGNC:18620
SJAG_01072	HGNC:20001
SJAG_02918	HGNC:12494
SJAG_02918	HGNC:12495
SJAG_03268	HGNC:15852
SJAG_01016	HGNC:24124
SJAG_01016	HGNC:160
SJAG_01032	HGNC:33772
SJAG_03676	HGNC:14573
SJAG_03676	HGNC:19745
SJAG_03131	HGNC:9588
SJAG_03131	HGNC:9589
SJAG_03131	HGNC:17299
SJAG_03131	HGNC:12023
SJAG_03678	HGNC:3257
SJAG_01027	HGNC:28767
SJAG_03130	HGNC:30002
SJAG_01026	HGNC:29531
SJAG_01026	HGNC:24704
SJAG_03682	HGNC:24304
SJAG_03153	HGNC:10701
SJAG_03153	HGNC:10702
SJAG_03157	HGNC:2747
SJAG_01025	HGNC:15772
SJAG_01025	HGNC:15853
SJAG_02546	HGNC:10329
SJAG_03159	HGNC:10329
SJAG_00419	HGNC:7377
SJAG_03161	HGNC:24305
SJAG_03163	HGNC:2911
SJAG_03689	HGNC:17098
SJAG_03618	HGNC:7181
SJAG_01686	HGNC:28633
SJAG_01686	HGNC:25225
SJAG_01686	HGNC:29263
SJAG_01686	HGNC:28087
SJAG_01686	HGNC:16952
SJAG_03619	HGNC:21348
SJAG_01698	HGNC:10290
SJAG_01698	HGNC:30305
SJAG_03786	HGNC:402
SJAG_03786	HGNC:15472
SJAG_03786	HGNC:409
SJAG_03786	HGNC:407
SJAG_03786	HGNC:404
SJAG_03622	HGNC:19971
SJAG_05243	HGNC:29913
SJAG_03785	HGNC:51
SJAG_03785	HGNC:53
SJAG_03785	HGNC:54
SJAG_03785	HGNC:57
SJAG_03709	HGNC:28317
SJAG_03709	HGNC:14217
SJAG_03709	HGNC:21332
SJAG_03781	HGNC:9713
SJAG_01748	HGNC:15514
SJAG_01748	HGNC:14986
SJAG_01948	HGNC:3346
SJAG_01948	HGNC:3347
SJAG_03369	HGNC:30240
SJAG_02908	HGNC:9177
SJAG_01950	HGNC:23161
SJAG_01951	HGNC:24276
SJAG_01638	HGNC:23807
SJAG_01955	HGNC:14235
SJAG_01642	HGNC:16688
SJAG_01642	HGNC:30511
SJAG_01957	HGNC:324
SJAG_01957	HGNC:325
SJAG_01020	HGNC:31682
SJAG_01020	HGNC:25878
SJAG_01038	HGNC:25237
SJAG_01038	HGNC:15487
SJAG_01332	HGNC:25935
SJAG_01332	HGNC:32961
SJAG_04638	HGNC:29195
SJAG_04638	HGNC:19253
SJAG_04638	HGNC:1173
SJAG_01331	HGNC:20186
SJAG_00137	HGNC:19750
SJAG_00137	HGNC:19858
SJAG_01328	HGNC:25749
SJAG_01327	HGNC:17162
SJAG_02992	HGNC:9561
SJAG_04080	HGNC:6110
SJAG_04080	HGNC:6111
SJAG_02991	HGNC:11471
SJAG_02990	HGNC:5275
SJAG_01974	HGNC:21218
SJAG_02744	HGNC:19986
SJAG_01059	HGNC:10916
SJAG_01059	HGNC:10917
SJAG_01059	HGNC:14430
SJAG_01059	HGNC:15827
SJAG_01059	HGNC:23089
SJAG_01063	HGNC:3642
SJAG_01900	HGNC:12306
SJAG_01897	HGNC:1312
SJAG_01897	HGNC:21211
SJAG_01897	HGNC:28976
SJAG_01897	HGNC:19963
SJAG_01897	HGNC:26242
SJAG_01897	HGNC:16118
SJAG_01870	HGNC:11163
SJAG_01870	HGNC:49371
SJAG_02288	HGNC:17341
SJAG_02286	HGNC:2961
SJAG_02500	HGNC:1103
SJAG_02500	HGNC:1104
SJAG_02500	HGNC:1105
SJAG_02285	HGNC:28662
SJAG_00063	HGNC:11503
SJAG_00063	HGNC:11504
SJAG_00111	HGNC:19336
SJAG_02496	HGNC:2671
SJAG_02496	HGNC:2727
SJAG_00041	HGNC:6545
